lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
https://www.last.fm/music/white%2bzombie/_/grease%2bpaint%2band%2bmonkey%2bbrains%2b%2528sin%2bcenters%2bof%2bsuburbia%2bmix%2529,Grease Paint and Monkey Brains (Sin Centers of Suburbia mix),White Zombie,"['aggressive', 'halloween']",3,2.133333333333333,3.5033333333333334,2.8566666666666665,150e0224-3939-4701-90f4-22fcacb35476,5RwgWLUYCi47gkVKaAAzau,industrial
https://www.last.fm/music/white%2bzombie/_/ratfinks%252c%2bsuicide%2btanks%2band%2bcannibal%2bgirls,"Ratfinks, Suicide Tanks And Cannibal Girls",White Zombie,['aggressive'],5,4.272,4.856,4.318,a17acb30-e593-4ca4-8ee4-57cd86635547,6PDBcqHNIg5cOojcCkhxYM,soundtrack
https://www.last.fm/music/eisenfunk/_/skudrinka,Skudrinka,Eisenfunk,"['aggressive', 'martial', 'optimistic']",3,4.780847457627119,5.025932203389831,5.645084745762712,2a4db574-cfd2-4948-ad5f-4a5d397cfb9a,5CqBXjdgUyYTXNSZliOksA,industrial
https://www.last.fm/music/hole/_/use%2bonce%2band%2bdestroy,Use Once And Destroy,Hole,['angry'],2,5.265,5.78,5.015,,2jkl6Af0zLchzsRu0aSnHy,grunge
https://www.last.fm/music/darkest%2bhour/_/pay%2bphones%2band%2bpills,Pay Phones And Pills,Darkest Hour,['angry'],1,2.53,6.2,4.11,c57ae254-5b7a-48ac-9c90-ed1632b3878d,421HCyQOZrvVNDbDdVLkl4,metalcore
https://www.last.fm/music/sublime/_/ball%2band%2bchain,Ball and Chain,Sublime,"['angry', 'sexual']",4,5.5825,5.44,5.6450000000000005,b599a957-98ad-4ece-995b-615c956eb9d1,72KtYadTtUchP2opNvcSWr,ska
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/love%2bout%2bme,Love Out Me,Siouxsie and the Banshees,"['angry', 'fierce']",3,3.413333333333333,5.633333333333334,4.69,da044b24-9a22-4cc2-984a-a35aa217bdfd,7vzT6q4cK8adoEiPwHHomD,post-punk
https://www.last.fm/music/toadies/_/happyface,Happyface,Toadies,['angry'],1,2.53,6.2,4.11,72d81868-ecf4-4c81-8937-de7b9fc1fecf,7tpPZqADxrWhogPTLRfJbL,rock
https://www.last.fm/music/v%25c3%25a4rttin%25c3%25a4/_/riena,Riena,Värttinä,['hyper'],2,5.095,4.805,4.83,fb4c827c-19b2-454e-a1f6-4aefb14d5484,6lXrP72XCoicHwed9wOypn,folk
https://www.last.fm/music/thrice/_/of%2bdust%2band%2bnations,Of Dust And Nations,Thrice,"['intense', 'trippy']",7,6.368615384615384,4.980153846153846,5.679846153846154,23c2c923-4f01-4d02-a349-eef904d752e9,0heP46gYaxV6jR8fn6Q3Bg,post-hardcore
https://www.last.fm/music/thrice/_/stand%2band%2bfeel%2byour%2bworth,Stand And Feel Your Worth,Thrice,['intense'],2,6.083255813953489,6.484883720930232,5.833720930232558,0e18e4f2-3f8d-43e9-b5cd-72bcdae0005d,3Q4r49Gp97TWUqN9xJwv0Q,post-hardcore
https://www.last.fm/music/tindersticks/_/jism,Jism,Tindersticks,"['intense', 'bittersweet']",6,3.622530120481928,4.341566265060241,3.913975903614458,d980e35b-cc4e-4811-866a-00b868ec7f62,1Gzu5W1s4scMTM5McO5Fxv,indie
https://www.last.fm/music/lila%2bdowns/_/benediction%2band%2bdream,Benediction and Dream,Lila Downs,['intense'],1,5.65,6.6,5.569999999999999,99580391-8fbd-4a09-b97d-f1915907eb80,3SL0V8utiXBaE99nAfrWSq,latin
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/cannibal%2broses,Cannibal Roses,Siouxsie and the Banshees,"['malevolent', 'distraught']",2,1.405,2.82,1.775,9aa8b4a2-a7d8-4560-9dd6-e9f7285bfe49,4HKPAb6z3keXXjPgY4KIBx,new wave
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/we%2bfall,We Fall,Siouxsie and the Banshees,"['malevolent', 'nocturnal']",2,2.645,1.74,2.805,18e064d9-9974-4243-a439-52ec726ccda6,6GpnxUMuhfpWjJE6vsjEcE,new wave
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/obsession%2bii,Obsession II,Siouxsie and the Banshees,"['malevolent', 'nocturnal', 'erotic', 'sexual', 'yearning', 'distraught']",10,5.1125,4.76375,5.06875,3842d762-1e99-4c55-bc0a-d4b0bfce93a2,6XOWkuAUhzKMitwL2ZYBnd,experimental
https://www.last.fm/music/fela%2bkuti/_/shuffering%2band%2bshmiling,Shuffering and Shmiling,Fela Kuti,"['provocative', 'passionate', 'hypnotic']",5,4.112,4.106,3.66,e503336e-a450-4bce-99ee-3ee69b18e860,39Iv2td1ee4BB21R5PY4xU,afrobeat
https://www.last.fm/music/starshell/_/superluva,Superluva,Starshell,"['provocative', 'erotic']",4,6.708,6.624,5.802,,0Rm4wxYv40fHHVTReKvuA8,electropop
https://www.last.fm/music/dntel/_/pillowcase,Pillowcase,Dntel,"['unsettling', 'meditative', 'warm', 'calm']",4,4.796666666666667,1.6733333333333336,4.59,42d72aa0-8bac-4c3d-9aeb-63ac006113ba,4FpDcxDBj4qSzTH43kPh9G,ambient
https://www.last.fm/music/nico/_/innocent%2band%2bvain,Innocent And Vain,Nico,"['unsettling', 'eerie']",6,3.5388888888888896,4.166555555555555,3.805666666666667,a6748d9c-7f82-4b3f-afd8-de070154e796,73vVNmzwrsqfkiGLiGeiKu,experimental
https://www.last.fm/music/us%2bair%2bforce%2bband%2band%2bsinging%2bsergeants/_/carol%2bof%2bthe%2bbells,Carol Of The Bells,US Air Force Band and Singing Sergeants,"['unsettling', 'fractured', 'cold']",3,2.16,1.775,2.585,,7wzjbN0pjME0kfmuUufATV,choral
https://www.last.fm/music/mumford%2band%2bsons/_/little%2blion%2bman,Little Lion Man,Mumford And Sons,['visceral'],11,6.522307692307692,4.767692307692308,5.487692307692307,,6JnufVNLIO5F5Lk4sEVLeI,folk
https://www.last.fm/music/coheed%2band%2bcambria/_/the%2bend%2bcomplete%2biii%253a%2bthe%2bend%2bcomplete,The End Complete III: The End Complete,Coheed and Cambria,['apocalyptic'],2,3.595,2.4,2.66,773ae881-5372-48ed-ace3-d2cc649ce9b5,1mfGcxVm4sfC0FAGVSg0Hh,progressive rock
https://www.last.fm/music/current%2b93/_/larkspur%2band%2blazarus,Larkspur and Lazarus,Current 93,"['apocalyptic', 'spiritual']",7,2.2932124352331607,1.6453367875647666,2.559792746113989,4f403cca-c302-4943-993d-c155c9220bcc,4qAxrei7gxjbQs2NNuSH6N,piano
https://www.last.fm/music/current%2b93/_/whilst%2bthe%2bnight%2brejoices%2bprofound%2band%2bstill,Whilst the Night Rejoices Profound and Still,Current 93,"['apocalyptic', 'spooky']",9,3.8700775193798447,3.671162790697674,4.021395348837209,670617ca-2ee6-44cc-8a85-b3c0dd17ba09,423zWlthHcK1CqlXVOSSBk,neofolk
https://www.last.fm/music/boyd%2brice%2band%2bfriends/_/down%2bin%2bthe%2bwillow%2bgarden,Down In The Willow Garden,Boyd Rice and Friends,['apocalyptic'],2,4.0,2.68,2.96,edbe18b3-3678-45fc-b473-83521fe9b094,2ThUKE1N4xM4SdxvTh6yYg,neofolk
https://www.last.fm/music/boyd%2brice%2band%2bfriends/_/as%2bfor%2bthe%2bfools,As For The Fools,Boyd Rice and Friends,"['apocalyptic', 'sparse']",4,3.115084745762712,3.497457627118644,3.2659322033898306,67e69310-4f4a-45dc-9b32-cef39779af11,2XyFEi7O9okCfTVGtWaFy2,neofolk
https://www.last.fm/music/current%2b93/_/antichrist%2band%2bbarcodes,Antichrist and barcodes,Current 93,['apocalyptic'],3,1.5004790419161678,1.656946107784431,1.5887425149700598,,6h7FQdYxogvOVR3GOK41Wz,poetry
https://www.last.fm/music/ordo%2brosarius%2bequilibrio/_/serpent%2bkisses%2band%2bserpent%2bsmiles%2binside%2bthe%2border%2bof%2broses%2band%2bequilibrium,Serpent Kisses and Serpent Smiles Inside the Order of Roses and Equilibrium,Ordo Rosarius Equilibrio,['apocalyptic'],2,2.86,2.045,2.555,,01Gy4gngo60BWDHN0nqnPU,dark ambient
https://www.last.fm/music/ordo%2brosarius%2bequilibrio/_/ode%2bto%2bthe%2bbeloved%2band%2bimpaired,Ode To the Beloved and Impaired,Ordo Rosarius Equilibrio,['apocalyptic'],2,2.54,2.045,2.305,93675ca4-f5fd-4246-a9fd-e2def5b9c59b,6AlcTDU3K1CyKeovZm7gXf,dark ambient
https://www.last.fm/music/xentrifuge/_/icbm,ICBM,Xentrifuge,"['apocalyptic', 'gritty']",3,3.71,3.053333333333333,3.3833333333333337,785870c7-173b-4940-8727-e1e2398e59f8,0LOJA6VYItz60AsONPqDom,dark electro
https://www.last.fm/music/judgehydrogen/_/of%2blepers%2band%2bprophets,Of Lepers and Prophets,Judgehydrogen,['apocalyptic'],5,2.553333333333333,2.94,2.6666666666666665,,6A6FlSSAdbUiAIToRBVUGg,dark ambient
https://www.last.fm/music/acylum/_/venom%2b%2528short%2band%2bcrunch%2bremix%2529,Venom (SHORT AND CRUNCH remix),Acylum,['apocalyptic'],3,4.303333333333334,2.9633333333333334,3.4766666666666666,,0ohlOyTIUTvStIn1BwWjPt,dark electro
https://www.last.fm/music/interpol/_/stella%2bwas%2ba%2bdiver%2band%2bshe%2bwas%2balways%2bdown,Stella Was a Diver and She Was Always Down,Interpol,"['dark', 'sexy', 'melancholy', 'sad', 'atmospheric']",18,5.062242990654206,4.384579439252337,4.847943925233645,96430d2c-8210-4128-93b2-2ba2d0b9e112,7Fz5UcHhAVxrlpEYxbGpy1,indie
https://www.last.fm/music/she%2bwants%2brevenge/_/red%2bflags%2band%2blong%2bnights,Red Flags And Long Nights,She Wants Revenge,"['dark', 'atmospheric']",15,5.33728813559322,4.385593220338982,4.826271186440678,154c65cf-4ff7-4317-84d0-de4a990a510b,5e0vfjC19908HLerbfbEkv,indie
https://www.last.fm/music/marilyn%2bmanson/_/use%2byour%2bfist%2band%2bnot%2byour%2bmouth,Use Your Fist and Not Your Mouth,Marilyn Manson,['dark'],6,3.901666666666667,4.6525,4.487500000000001,5eeebb63-c4b8-4455-9678-c8c17bda4178,75fvUWJMuOQod5mfLEBVU9,industrial
https://www.last.fm/music/puscifer/_/trekka,Trekka,Puscifer,['dark'],8,5.956153846153846,4.941538461538461,5.28,6f9e0168-94ba-4baa-950c-4493f39e30aa,3SY1kOlGjbPfo5cMtcvUG5,industrial
https://www.last.fm/music/trent%2breznor%2band%2batticus%2bross/_/intriguing%2bpossibilities,Intriguing Possibilities,Trent Reznor and Atticus Ross,['dark'],1,5.08,4.09,4.61,16b6cd7b-f9e5-4856-bd77-cf2c1218fafe,5hQGVKSgTsh7qaReZzVgtq,soundtrack
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/overground,Overground,Siouxsie and the Banshees,['dark'],2,5.428,3.958,4.976000000000001,ea45f7db-48e2-4f7d-b11f-bb0a139bc80b,0juUBRf9y5nms287Nb6n6D,post-punk
https://www.last.fm/music/esben%2band%2bthe%2bwitch/_/marching%2bsong,Marching Song,Esben and the Witch,['dark'],10,4.443636363636363,4.083636363636363,3.9472727272727273,4505e6ed-12c3-4661-8707-231d66c88d3d,1trP7h6lwz9wMAzdfutlNB,shoegaze
https://www.last.fm/music/alkaline%2btrio/_/trucks%2band%2btrains,Trucks and Trains,Alkaline Trio,['dark'],1,5.08,4.09,4.61,039edec5-8879-4f10-9be0-fa605eec9ca5,5UO8htLryQLVebao0KtqhG,punk
https://www.last.fm/music/cocteau%2btwins/_/musette%2band%2bdrums,Musette and Drums,Cocteau Twins,"['dark', 'ethereal']",16,4.795809523809523,4.178571428571428,4.788190476190476,b1ff076d-f6d5-4625-9abe-1ce72f58fede,2qZM9K9BmCTyzFMzXsRBoP,shoegaze
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/voodoo%2bdolly,Voodoo Dolly,Siouxsie and the Banshees,['dark'],3,4.953170731707317,4.270487804878048,4.585609756097561,e3a80b57-d56f-4527-bf09-9a0b2c3f11f5,4d7i1qVW4NbuXbatoRs44O,post-punk
https://www.last.fm/music/iamamiwhoami/_/shadowshow,shadowshow,iamamiwhoami,['dark'],5,5.733758389261746,3.954228187919463,4.884026845637585,8ca591bd-b581-4a40-bf51-b65d903bf88c,4obdp8Nty0Cad7pAoY77h6,synthpop
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/red%2blight,Red Light,Siouxsie and the Banshees,['dark'],7,4.575357142857143,4.550714285714286,4.520357142857143,5b85500a-6ada-42cf-abb0-d12aedde21a1,2WgUntfJ6wcxzUTHcqOQ5M,post-punk
https://www.last.fm/music/viktor%2bvaughn/_/lactose%2band%2blecithin,Lactose and Lecithin,Viktor Vaughn,['dark'],1,5.08,4.09,4.61,1d39706a-e8f9-4aa7-b2d3-75cd5e24f52b,63Iv8NhccFc2qXgIsrDo4Q,hip-hop
https://www.last.fm/music/trent%2breznor%2band%2batticus%2bross/_/3%253a14%2bevery%2bnight,3:14 Every Night,Trent Reznor and Atticus Ross,['eerie'],1,3.4,5.57,3.91,33531405-eeac-40b5-b1fa-30eb45b17e0c,6mJ5uZ33r2y1TRrax79k5p,soundtrack
https://www.last.fm/music/eiv%25c3%25b8r%2bp%25c3%25a1lsd%25c3%25b3ttir/_/tr%25c3%25b8llabundin,Trøllabundin,Eivør Pálsdóttir,['eerie'],3,5.489999999999999,4.633333333333334,5.2,854d7025-b1bb-4126-84eb-4015878b3020,3MdEnYp8pv39XHynVC8Lq0,folk
https://www.last.fm/music/bloc%2bparty/_/this%2bmodern%2blove%2b%2528dave%2bp.%2band%2badam%2bsparkle%2527s%2bmaking%2btime%2bremix%2529,This Modern Love (Dave P. And Adam Sparkle's Making Time Remix),Bloc Party,"['eerie', 'lively']",5,7.072,5.88,6.188,435dd089-92ad-4c08-b717-53f7d62f12ba,5rUBeFXHwMl4Nmx3WBFVbm,indie
https://www.last.fm/music/matmos/_/snails%2band%2blasers%2bfor%2bpatricia%2bhighsmith,Snails and Lasers for Patricia Highsmith,Matmos,['eerie'],2,4.56,4.83,4.51,9d5a3b02-eb64-490c-a96f-025e64719a8c,3By9GxezkBwM05iYPxmXWA,electronic
https://www.last.fm/music/siouxsie%2band%2bthe%2bbanshees/_/pulled%2bto%2bbits,Pulled To Bits,Siouxsie and the Banshees,"['eerie', 'scary']",3,3.0166666666666666,5.130000000000001,3.8966666666666674,58eb94b1-2adc-460b-87d1-a2636753b51e,1E2Gxs61I5Q9rxyzcqn8RE,new wave
https://www.last.fm/music/susumu%2byokota/_/fairy%2bdance%2bof%2btwinkle%2band%2bshadow,Fairy Dance Of Twinkle And Shadow,Susumu Yokota,['eerie'],1,3.4,5.57,3.91,94397251-d2f4-4b5b-9a87-54073d5f41c7,3OqmSWm5BQ0gevM93Ey3XH,electronic
https://www.last.fm/music/islaja/_/sateen%2btullessa,Sateen tullessa,Islaja,['eerie'],1,3.4,5.57,3.91,88cabe3d-ad24-47ec-aac2-4165187b42a6,2KYmM7rGLPp3zMIjulkm7a,experimental
https://www.last.fm/music/cranes/_/paris%2band%2brome%2b%2528flood%2bmix%2529,Paris And Rome (Flood Mix),Cranes,['eerie'],4,3.9916666666666663,2.665,3.871666666666667,d29b6e50-46f1-4f00-8423-b281a6205b0c,6X12Kj2JUoqvrwsvt7n0y7,shoegaze
https://www.last.fm/music/sickoakes/_/missiles%2band%2bmammals,Missiles And Mammals,Sickoakes,['eerie'],2,4.946666666666666,4.583333333333333,4.71,d9563000-46d3-492a-ab8b-6bd55230eafc,1mAOiANof5X8CHLaaDzcwB,post-rock
https://www.last.fm/music/akhlys/_/consummation,Consummation,Akhlys,['eerie'],5,5.822,4.92,5.156,,6wvhZiQKl5jkE1KHUSEfvU,ambient black metal
https://www.last.fm/music/peder/_/timetakesthetimetimetakes,Timetakesthetimetimetakes,Peder,['eerie'],3,4.1925,5.1275,4.325,43c5f183-4489-48c0-b305-1e1e67bcd196,6V7Kdoe1Qbdel2muGJBXMn,electronic
https://www.last.fm/music/goatwhore/_/sacrament%2bof%2bemptiness%2band%2bdespair,Sacrament of Emptiness and Despair,Goatwhore,['eerie'],3,4.733333333333333,4.583333333333333,4.543333333333333,35757fa4-712e-4b10-a6da-a43282d10148,2fFOXTqBze9fDAW4hC4Hoo,black metal
https://www.last.fm/music/and%2balso%2bthe%2btrees/_/mermen%2bof%2bthe%2blea,Mermen of the Lea,And Also The Trees,['eerie'],1,3.4,5.57,3.91,3b407bd8-00fd-4818-adfd-725869554fe3,4yH2eRDbjJJkwAS9vK8Yah,new wave
https://www.last.fm/music/esem/_/kyes%2bivrload,Kyes Ivrload,Esem,['eerie'],1,3.4,5.57,3.91,f4a23763-9b4c-4d67-81af-afcd0ef27d88,5FaFg8cmP5ZGYKjUZCPfag,idm
https://www.last.fm/music/tyske%2bludder/_/p%25c3%25a4dophil,Pädophil,Tyske Ludder,['eerie'],2,4.24,4.83,4.26,e58d981a-8cd6-4d9d-9dd2-a4b68bb440d8,2ByytqsarGUrguQ7W7BGls,dark electro
https://www.last.fm/music/arckanum/_/hamrami,Hamrami,Arckanum,['eerie'],1,3.4,5.57,3.91,f1902bbd-36ac-403c-a3b3-8435336a1a0e,2jvEo1xO9x6pC75JWEfZwF,black metal
https://www.last.fm/music/arckanum/_/varg%25c3%25b8ld,Vargøld,Arckanum,['eerie'],1,3.4,5.57,3.91,5a80b005-ba2a-4a96-9f6f-87d3edca373c,18Pz8VpmcoNEorNT2FYQak,dark ambient
https://www.last.fm/music/arckanum/_/angrbo%25c3%25b0a,Angrboða,Arckanum,['eerie'],1,3.4,5.57,3.91,7d19c334-8f5b-4531-a3c2-871730caabdd,2WImty8CChfV5oCTzdiPhe,black metal
https://www.last.fm/music/jawbox/_/savory,Savory,Jawbox,"['fractured', 'cathartic']",6,4.631844660194175,3.2739805825242723,4.203009708737865,4ffb4f56-c5e4-4976-b0ae-4b299122da78,2ETGuTChPhwWge4syLqu9N,rock
https://www.last.fm/music/mentallo%2b%2526%2bthe%2bfixer/_/brief%2bbut%2bviolent%2billness%2b%2528puking%252c%2bblackouts%2band%2bpain%2529,"Brief But Violent Illness (Puking, Blackouts And Pain)",Mentallo & The Fixer,"['fractured', 'paranoid', 'complex']",5,3.09,3.355,3.25,,6nalqtce6k3nVIuojkCI0a,psychedelic trance
https://www.last.fm/music/cool%2bcalm%2bpete/_/wishes%2band%2bluck,Wishes and Luck,Cool Calm Pete,['gloomy'],2,4.489999999999999,3.273333333333333,4.75,897d5515-94b9-4ef8-a264-5d6cce04f551,6eKTN2CjJ5wCTd1ggYcgmS,hip-hop
https://www.last.fm/music/blackfilm/_/atlantikend,Atlantikend,Blackfilm,"['gloomy', 'nocturnal', 'mysterious']",5,3.646,3.276,3.496,a860b366-6617-45cb-8e2b-0e35b725017b,2ja34K4c7MYNOTOuFKfDhf,ambient
https://www.last.fm/music/tindersticks/_/tricklin%2527,Tricklin',Tindersticks,['gloomy'],1,3.15,3.32,3.15,,16DIvW35CWiUxgiqgkC4YK,indie
https://www.last.fm/music/deceptikon/_/inaccessibility,Inaccessibility,Deceptikon,['gloomy'],1,3.15,3.32,3.15,8bbb337a-69ca-4e22-9f8d-c4503f9f5286,1idZoyItKXlssqiGJItfyF,
https://www.last.fm/music/sotajumala/_/verell%25c3%25a4%2bkirjoitettu,Verellä kirjoitettu,Sotajumala,"['gloomy', 'spooky']",2,3.775,4.659999999999999,3.815,edf1d9a6-db2d-4633-9f82-5013322ce7f3,6QI9Nn5RCz7j8SB3J5g1eO,death metal
